sentence,start,end,duration,talks_id
" And that's one of the best and worst things America does, is we take things into our culture and we spit them out back againand claim them our own. ",833.816,840.959,7.143,45970
" And in this case, Futura mirrors exactly what happened with the technologyundergirding the whole system. ",840.983,846.251,5.268,45970
"Futura was a German typeface, taken in, made into an American commodity.",846.275,850.709,4.434,45970
" And so were the technologies: the rockets, the scientists all came from Germany as well.",850.733,854.959,4.226,45970
" So in some ways, this German typeface on an American plaqueperfectly mirrors what happened with the technology.",854.983,860.667,5.684,45970
" And in this case,  when you think about this story, you realize that typography on the moon represents legitimacy, represents authority,and this gave them, the astronauts, the power to get to the moon.",860.691,874.042,13.351,45970
Thank you. ,874.066,875.334,1.268,45970
I'm an historian. ,25.413,27.025,1.612,45972
And what I love about being an historian is it gives you perspective.,27.049,31.066,4.017,45972
"Today, I'd like to bring that perspective to education in the United States.",31.545,36.064,4.519,45972
 About the only thing people can agree on  is that the most strategic time for a child to start learningis early. ,36.58,44.729,8.149,45972
" Over 50 years ago,  there was a watershed moment in early education in the UScalled ""Head Start."" ",44.753,50.978,6.225,45972
" Now, historians love watersheds  because it makes it so easy to talk about what came beforeand what's happened since. ",51.446,58.506,7.06,45972
"Before Head Start, basically nothing. ",58.53,61.149,2.619,45972
" With Head Start, we began to get our nation's most at-risk children ready for school.",61.721,68.353,6.632,45972
" Since Head Start, we've made strides, but there are still 2.2 million children in the US",68.377,75.126,6.749,45972
" without access to early learning, or more than half of the four-year-olds in the country.",75.15,80.702,5.552,45972
That's a problem. ,81.471,83.113,1.642,45972
But the bigger problem is what we know happens to those children.,83.137,86.617,3.48,45972
" At-risk children who reach school without basic skills are 25 percent more likely to drop out,  40 percent more likely to become teen parentsand 60 percent less likely to go to college.",87.038,99.474,12.436,45972
" So if we know how important early education is, why aren't all children getting it?  There are barriers that the solutions we've come up with to datesimply can't overcome. ",100.136,111.664,11.528,45972
Geography: think rural and remote. ,112.196,114.956,2.76,45972
Transportation: think working parents everywhere.,114.98,118.878,3.898,45972
Parent choice: no state requires a four-year-old to go to school.,118.902,123.678,4.776,45972
 And cost: the average cost for a state to educate a preschooleris five thousand dollars a year. ,123.702,131.133,7.431,45972
 So am I just going to keep talking about problems?No. ,132.532,136.713,4.181,45972
" Today, I want to tell you about a cost-effective, technology-delivered,kindergarten-readiness program that can be done in the home.",136.737,146.01,9.273,45972
" It's called UPSTART, and more than 60,000 preschoolers in the US have already used it.",146.034,151.905,5.871,45972
" Now, I know what you might be thinking: here's another person throwing tech at a national problem.",152.536,158.448,5.912,45972
And you'd be partially right. ,158.96,160.607,1.647,45972
" We develop early learning software designed to individualize instruction,so children can learn at their own pace. ",160.96,168.82,7.86,45972
" To do that, we rely on experts from fields ranging from reading to sociology to brain science development to all aspects of early learning,to tell us what the software should do and look like.",168.844,181.63,12.786,45972
Here's an example. ,181.654,182.942,1.288,45972
" (Video) Zero (sings to the tune of ""Day-O""): Zero! Zero! Zero is the number that's different from the others.",182.966,193.387,10.421,45972
"Seagulls: Zero is a big, round ""O."" ",193.411,196.491,3.08,45972
"Zero: It's not like one, I'm sure you'll discover.",196.515,200.823,4.308,45972
"Seagulls: Zero is a big, round ""O."" ",200.847,204.234,3.387,45972
" (Laughter) Claudia Miner: That is ""The Zero Song."" ",204.258,208.214,3.956,45972
 (Laughter) And here are Odd Todd and Even Steven to teach you some things about numbers.,208.238,215.414,7.176,45972
" And here are the Word Birds,  and they're going to show you when you blend letter sounds together,you can form words. ",215.438,221.748,6.31,45972
" You can see that instruction is short, colorful and catchy,designed to capture a child's attention. ",222.145,228.789,6.644,45972
 But there's another piece to UPSTART that makes it different and more effective.,229.824,234.75,4.926,45972
UPSTART puts parents in charge of their children's education.,234.774,239.074,4.3,45972
" We believe, with the right support, all parents can get their children ready for school.",239.459,247.082,7.623,45972
Here's how it works. ,247.91,249.867,1.957,45972
This is the kindergarten readiness checklist from a state.,249.891,253.021,3.13,45972
And almost every state has one. ,253.045,255.321,2.276,45972
" We go to parents wherever they are, and we conduct a key in-person group training.",255.839,260.918,5.079,45972
" And we tell them the software can check every reading, math and science box, but they're going to be responsible for motor skills and self-help skills,and together, we're going to work on social emotional learning.",261.419,274.456,13.037,45972
" Now, we know this is working because we have a 90-percent completion rate for the program.",275.608,280.774,5.166,45972
" Last year, that translated into 13,500 children""graduating,"" with diplomas, from UPSTART. ",280.798,289.61,8.812,45972
And the results have been amazing. ,290.65,293.116,2.466,45972
 We have an external evaluation  that shows our children have two to three times the learning gainsas children who don't participate in the program.,293.14,304.426,11.286,45972
" We have a random control trial that shows strong evidence of effectiveness, and we even have a longitudinal study  that shows our children's gains last into third and fourth grade,the highest grades the children had achieved at the time.",304.45,317.549,13.099,45972
Those are academic gains. ,318.049,319.875,1.826,45972
 But another study has shown that our children's social emotional gainsare equal to those of children attending public and private preschool.,319.899,328.109,8.21,45972
" The majority of the 60,000 children who have participated in UPSTART to datehave been from Utah. ",329.419,335.739,6.32,45972
 But we have replicated our results  with African-American children in Mississippi -- this is Kingston and his mother;  with English language learners in Arizona -- this is Daisy and her family;  with refugee children in Philadelphia -- this is my favorite graduation photo; and with Native American children from some of the most remote parts of the United States.,335.763,359.824,24.061,45972
"This is Cherise, and this is where she lives in Monument Valley.",360.305,364.356,4.051,45972
"Now, there are skeptics about UPSTART. ",365.83,368.816,2.986,45972
Some people don't believe young children should have screen time.,368.84,372.562,3.722,45972
" To them, we say:  UPSTART's usage requirement of 15 minutes a day, five days a week, is well within the hour-a-day recommended by the American Academy of Pediatricsfor four-year-olds. ",373.052,386.828,13.776,45972
" Some people believe only site-based preschool can work, and to them, we say: site-based preschool is great, but if you can't get a child there or if a parent won't send a child there, isn't a technology-delivered, results-based option a great alternative?And we love working with site-based preschools.",387.359,409.906,22.547,45972
" Right now, there are 800 children in Mississippi going to Head Start during the day and doing UPSTART at night with their families.",409.93,418.437,8.507,45972
 Our audacious idea is to take UPSTART across the country -- not to replace anything; we want to serve children who otherwise would not have access to early education.,420.22,433.618,13.398,45972
" We have the guts to take on the skeptics,  we have the energy to do the work, and we have a plan. ",434.798,440.774,5.976,45972
It is the role of the states to educate their children.,441.382,445.273,3.891,45972
 So first we will use philanthropy dollars to go into a state to pilot the program and get data.,445.297,451.746,6.449,45972
 Every state believes it's unique  and wants to know that the program will work with its childrenbefore investing. ,452.309,460.202,7.893,45972
 Then we identify key leaders in the state to help us champion UPSTARTas an option for unserved children. ,460.732,468.592,7.86,45972
" And together, we go to state legislatures  to transition UPSTART from philanthropy to sustainable and scalable state funding. ",468.616,477.695,9.079,45972
 That plan has worked --  (Applause) Thanks. ,478.341,486.191,7.85,45972
Thank you. ,486.215,487.4,1.185,45972
" That plan has worked in three states to date:Utah, Indiana and South Carolina. ",487.424,493.896,6.472,45972
 We've also piloted the program in a number of statesand identified champions. ,493.92,499.15,5.23,45972
" Next, we're moving to states with the greatest geographic barriers to work the plan,  and then on to states that already have early education but may not be getting great academic resultsor great parent buy-in to participate. ",499.174,513.464,14.29,45972
" From there, we go to the states  that are going to require the most data and work to convince,and we'll hope our momentum helps turn the tide there.",513.488,523.875,10.387,45972
" We will serve a quarter of a million children in five years,and we will ensure that states continue to offer UPSTART to their children.",523.899,531.887,7.988,45972
" Here's how you can help:  for two thousand dollars,  we can provide a child with UPSTART, a computer and internet, and that child will be part of the pilot that makes certain other children get UPSTART in the future.",533.209,546.838,13.629,45972
 We also need engaged citizens to go to their governmentand say just how easy it can be to get children ready for school.,547.379,556.182,8.803,45972
" You wouldn't be here if you weren't an engaged citizen,so we're asking for your help. ",556.525,561.727,5.202,45972
" Now, will all of us this make UPSTART a watershed moment in early education?I believe together we can make it one. ",563.354,572.171,8.817,45972
 But I can tell you without a doubt  that UPSTART is a watershed moment in the life of a child who otherwise would not be ready for school.,572.639,581.166,8.527,45972
Thank you. ,581.19,582.356,1.166,45972
We've been told to go out on a limb and say something surprising.,25.04,30.62,5.58,47
" So I'll try and do that, but I want to start with two things that everyone already knows.",30.644,38.354,7.71,47
" And the first one, in fact, is something that has been known for most of recorded history,  and that is, that the planet Earth, or the solar system, or our environment or whatever,  is uniquely suited to sustain our evolution -- or creation, as it used to be thought -- and our present existence, and most important, our future survival.",38.378,68.284,29.906,47
"Nowadays, this idea has a dramatic name: Spaceship Earth.",69.121,73.081,3.96,47
" And the idea there is that outside the spaceship, the universe is implacably hostile,  and inside is all we have, all we depend on, and we only get the one chance: if we mess up our spaceship,we've got nowhere else to go. ",73.677,88.232,14.555,47
" Now, the second thing that everyone already knows is that, contrary to what was believed for most of human history,human beings are not, in fact, the hub of existence.",88.256,102.245,13.989,47
" As Stephen Hawking famously said,  we're just a chemical scum on the surface of a typical planet that's in orbit around a typical star, which is on the outskirts of a typical galaxy, and so on.",102.269,115.662,13.393,47
" Now, the first of those two things that everyone knows is kind of sayingthat we're at a very untypical place, uniquely suited and so on.",116.799,126.903,10.104,47
And the second one is saying that we're at a typical place.,126.927,129.784,2.857,47
" And, especially if you regard these two as deep truths to live by and to inform your life decisions, then they seem a little bit to conflict with each other.",129.808,142.155,12.347,47
But that doesn't prevent them from both being completely false.,143.338,148.695,5.357,47
 (Laughter) And they are. ,148.719,151.454,2.735,47
So let me start with the second one: typical.,152.191,158.695,6.504,47
" Well, is this a typical place?  Well, let's look around, you know, look in a random direction, and we see a wall and chemical scum --  (Laughter) and that's not typical of the universe at all.",159.427,176.686,17.259,47
" All you've got to do is go a few hundred miles in that same direction and look back,  and you won't see any walls or chemical scum at all --all you see is a blue planet. ",176.71,186.492,9.782,47
" And if you go further than that,  you'll see the Sun, the solar system and the stars and so on, but that's still not typical of the universe,because stars come in galaxies. ",186.516,199.01,12.494,47
" And most places in the universe, a typical place in the universe,is nowhere near any galaxies. ",199.034,205.834,6.8,47
" So let's go out further, till we're outside the galaxy, and look back, and yeah, there's the huge galaxy with spiral arms laid out in front of us.",205.858,216.267,10.409,47
"And at this point, we've come 100,000 light-years from here.",217.237,222.618,5.381,47
But we're still nowhere near a typical place in the universe.,223.349,227.834,4.485,47
" To get to a typical place,  you've got to go 1,000 times as far as that,into intergalactic space. ",227.858,236.252,8.394,47
" And so, what does that look like -- ""typical?"" What does a ""typical"" place in the universe look like? Well, at enormous expense, TED has arranged a high-resolution immersion virtual reality renderingof the view from intergalactic space. ",236.728,254.944,18.216,47
" Can we have the lights off, please, so we can see it?Well, not quite, not quite perfect. ",254.968,266.224,11.256,47
"You see, intergalactic space is completely dark, pitch dark.",266.248,272.929,6.681,47
" It's so dark,  that if you were to be looking at the nearest star to you, and that star were to explode as a supernova, and you were to be staring directly at it at the moment when its light reached you,you still wouldn't be able to see even a glimmer.",272.953,292.734,19.781,47
That's how big and how dark the universe is.,293.525,296.62,3.095,47
" And that's despite the fact that a supernova is so bright, so brilliant an event, that it would kill you stone dead at a range of several light-years.",296.644,308.14,11.496,47
" (Laughter)  And yet, from intergalactic space, it's so far away you wouldn't even see it. ",308.164,314.181,6.017,47
 It's also very cold out there -- less than three degrees above absolute zero.,314.205,320.387,6.182,47
And it's very empty. ,320.411,322.269,1.858,47
 The vacuum there is one million times less dense than the highest vacuumthat our best technology on Earth can currently create.,322.293,331.095,8.802,47
So that's how different a typical place is from this place.,331.503,337.883,6.38,47
And that is how untypical this place is. ,337.907,340.985,3.078,47
So can we have the lights back on please? Thank you.,341.009,344.08,3.071,47
" Now, how do we know about an environment that's so far away and so different and so alien from anything we're used to?  Well, the Earth -- our environment, in the form of us --is creating knowledge. ",346.201,359.973,13.772,47
" Well, what does that mean?  Well, look out even further than we've just been -- I mean from here, with a telescope -- and you'll see things that look like stars, they're called quasars.",359.997,371.445,11.448,47
" ""Quasars"" originally meant ""quasi-stellar object,""which means ""things that look a bit like stars.""",371.469,377.513,6.044,47
 (Laughter) But they're not stars. ,377.537,380.086,2.549,47
And we know what they are. ,380.11,382.662,2.552,47
" Billions of years ago and billions of light-years away, the material at the center of a galaxy collapsedtowards a supermassive black hole. ",384.438,394.299,9.861,47
" And then intense magnetic fields directed some of the energy of that gravitational collapse  and some of the matter  back out in the form of tremendous jets,  which illuminated lobes with the brilliance of -- I think it's a trillion -- suns.",394.323,410.26,15.937,47
" Now, the physics of the human brain could hardly be more unlikethe physics of such a jet. ",412.783,419.268,6.485,47
We couldn't survive for an instant in it. ,419.292,421.579,2.287,47
 Language breaks down when trying to describewhat it would be like in one of those jets.,421.603,426.947,5.344,47
" It would be a bit like experiencing a supernova explosion,but at point-blank range and for millions of years at a time.",426.971,433.613,6.642,47
" (Laughter)  And yet, that jet happened in precisely such a way that billions of years later, on the other side of the universe, some bit of chemical scum could accurately describe and model and predict and explain, above all -- there's your reference -- what was happening there, in reality. ",433.637,460.808,27.171,47
" The one physical system, the brain, contains an accurate working modelof the other, the quasar. ",461.531,468.115,6.584,47
" Not just a superficial image of it, though it contains that as well, but an explanatory model,  embodying the same mathematical relationshipsand the same causal structure. ",468.139,479.164,11.025,47
"Now, that is knowledge. ",479.188,481.226,2.038,47
" And if that weren't amazing enough,  the faithfulness with which the one structure resembles the otheris increasing with time. ",481.916,489.941,8.025,47
That is the growth of knowledge. ,489.965,492.438,2.473,47
" So, the laws of physics have this special property, that physical objects as unlike each other as they could possibly be can, nevertheless, embody the same mathematical and causal structureand to do it more and more so over time. ",492.462,509.268,16.806,47
So we are a chemical scum that is different.,509.926,513.201,3.275,47
This chemical scum has universality. ,513.225,516.714,3.489,47
" Its structure contains, with ever-increasing precision,the structure of everything. ",516.738,522.56,5.822,47
" This place, and not other places in the universe, is a hub which contains within itself the structural and causal essenceof the whole of the rest of physical reality.",522.584,535.149,12.565,47
" And so, far from being insignificant,  the fact that the laws of physics allow this or even mandate that this can happen is one of the most important things about the physical world.",535.173,547.34,12.167,47
" Now, how does the solar system -- our environment, in the form of us -- acquire this special relationship with the rest of the universe? Well, one thing that's true about Stephen Hawking's remark -- I mean, it is true, but it's the wrong emphasis -- one thing that's true about it is that it doesn't do it with any special physics,there's no special dispensation, no miracles involved.",548.289,574.775,26.486,47
It does it simply with three things that we have here in abundance.,574.799,578.944,4.145,47
" One of them is matter, because the growth of knowledge is a form of information processing.",578.968,585.588,6.62,47
" Information processing is computation, computation requires a computer,and there's no known way of making a computer without matter.",585.612,592.572,6.96,47
" We also need energy to make the computer, and most important, to make the media, in effect, onto which we recordthe knowledge that we discover. ",592.596,601.834,9.238,47
" And then thirdly, less tangible but just as essential for the open-ended creation of knowledge, of explanations,is evidence. ",601.858,613.332,11.474,47
"Now, our environment is inundated with evidence.",614.103,617.181,3.078,47
" We happened to get round to testing, let's say, Newton's law of gravity,about 300 years ago. ",617.205,624.636,7.431,47
" But the evidence that we used to do that  was falling down on every square meter of the Earth for billions of years before that, and we'll continue to fall for billions of years afterwards.",624.66,636.781,12.121,47
And the same is true for all the other sciences.,637.425,639.929,2.504,47
" As far as we know,  evidence to discover the most fundamental truths of all the sciencesis here just for the taking, on our planet.",639.953,649.132,9.179,47
 Our location is saturated with evidence and also with matter and energy. ,649.156,654.476,5.32,47
" Out in intergalactic space,  those three prerequisites for the open-ended creation of knowledge are at their lowest possible supply -- as I said, it's empty, it's cold and it's dark out there.",654.5,666.211,11.711,47
" Or is it? Now actually, that's just another parochial misconception.",667.386,672.971,5.585,47
" (Laughter)  Because imagine a cube out there in intergalactic space,the same size as our home, the solar system.",672.995,682.583,9.588,47
" Now, that cube is very empty by human standards,but that still means that it contains over a million tons of matter.",682.607,690.834,8.227,47
" And a million tons is enough to make, say, a self-contained space station, on which there's a colony of scientists that are devoted to creating an open-ended stream of knowledge, and so on.",690.858,702.268,11.41,47
" Now, it's way beyond present technology  to even gather the hydrogen from intergalactic spaceand form it into other elements and so on. ",702.657,712.094,9.437,47
" But the thing is, in a comprehensible universe, if something isn't forbidden by the laws of physics, then what could possibly prevent us from doing it, other than knowing how?In other words, it's a matter of knowledge, not resources.",712.73,726.913,14.183,47
" If we could do that, we'd automatically have an energy supply,because this transmutation would be a fusion reactor.",726.937,733.807,6.87,47
" And evidence?  Well, again, it's dark out there to human senses, but all you've got to do is take a telescope, even one of present-day design, look out, and you'll see the same galaxies as we do from here.",733.831,747,13.169,47
" And with a more powerful telescope,  you'll be able to see stars and planets in those galaxies,you'll be able to do astrophysics and learn the laws of physics.",747.54,755.981,8.441,47
" And locally there, you could build particle acceleratorsand learn elementary particle physics and chemistry, and so on.",756.005,762.001,5.996,47
 Probably the hardest science to do would be biology field trips -- (Laughter)  because it would take several hundred million yearsto get to the nearest life-bearing planet and back.,762.025,774.106,12.081,47
" But I have to tell you -- and sorry, Richard -- but I never did like biology field trips much -- (Laughter)  and I think we can just about make do with one every few hundred million years. ",774.13,785.175,11.045,47
" (Laughter)  So, in fact, intergalactic space does contain all the prerequisitesfor the open-ended creation of knowledge. ",785.199,796.6,11.401,47
" Any such cube anywhere in the universe  could become the same kind of hub that we are,if the knowledge of how to do so were present there.",797.215,809.767,12.552,47
"So, we're not in a uniquely hospitable place.",810.616,814.09,3.474,47
" If intergalactic space is capable of creating an open-ended stream of explanations,  then so is almost every other environment, so is the Earth. ",814.114,822.597,8.483,47
So is a polluted Earth. ,822.621,824.951,2.33,47
" And the limiting factor, there and here,  is not resources -- because they're plentiful --but knowledge, which is scarce. ",825.379,834.098,8.719,47
" Now, this cosmic knowledge-based view may -- and, I think, ought to --make us feel very special. ",834.537,842.87,8.333,47
" But it should also make us feel vulnerable, because it means that without the specific knowledge that's needed to survive the ongoing challenges of the universe,we won't survive them. ",842.894,853.834,10.94,47
" All it takes is for a supernova to go off a few light-years away, and we'll all be dead!  Martin Rees has recently written a book  about our vulnerability to all sorts of things, from astrophysics, to scientific experiments gone wrong,and most importantly, to terrorism with weapons of mass destruction.",853.858,873.293,19.435,47
 And he thinks that civilization has only a 50 percent chanceof surviving this century. ,873.317,878.11,4.793,47
I think he's going to talk about that later in the conference.,878.134,881.269,3.135,47
" Now, I don't think that probability is the right category to discuss this issue in,  but I do agree with him about this: we can survive and we can fail to survive. ",881.293,893.782,12.489,47
" But it depends, not on chance, but on whether we create the relevant knowledge in time.",894.423,900.834,6.411,47
The danger is not at all unprecedented. ,900.858,903.66,2.802,47
Species go extinct all the time. ,903.684,906.905,3.221,47
Civilizations end. ,906.929,909.184,2.255,47
 The overwhelming majority of all species and all civilizations that have ever existed are now history. ,909.208,915.156,5.948,47
" And if we want to be the exception to that, then logically, our only hope is to make use of the one feature that distinguishes our species and civilization from all the others, namely, our special relationship with the laws of physics, our ability to create new explanations, new knowledge --to be a hub of existence. ",915.18,940.388,25.208,47
" So let me now apply this to a current controversy, not because I want to advocate any particular solution,but just to illustrate the kind of thing I mean.",940.777,950.394,9.617,47
And the controversy is global warming. ,950.418,952.834,2.416,47
"Now, I'm a physicist, but I'm not the right kind of physicist.",952.858,955.863,3.005,47
"In regard to global warming, I'm just a layman.",955.887,959.674,3.787,47
 And the rational thing for a layman to do is to take seriously the prevailing scientific theory.,959.698,967.001,7.303,47
" And according to that theory, it's already too late to avoid a disaster, because, if it's true that our best option at the moment is to prevent CO2 emissions with something like the Kyoto Protocol,  with its constraints on economic activity and its enormous cost of hundreds of billions of dollars, or whatever it is,then that is already a disaster by any reasonable measure.",967.025,990.915,23.89,47
" And the actions that are advocated are not even purported to solve the problem,merely to postpone it by a little. ",991.299,998.713,7.414,47
" So it's already too late to avoid it,  and it probably has been too late to avoid itever since before anyone realized the danger.",998.737,1007.275,8.538,47
" It was probably already too late in the 1970s, when the best available scientific theory was telling us that industrial emissions were about to precipitate a new ice age,in which billions would die. ",1007.299,1019.364,12.065,47
" Now, the lesson of that seems clear to me, and I don't know why it isn't informing public debate.",1020.17,1025.94,5.77,47
It is that we can't always know. ,1025.964,1029.27,3.306,47
" When we know of an impending disaster  and how to solve it at a cost less than the cost of the disaster itself,then there's not going to be much argument, really.",1029.294,1039.564,10.27,47
 But no precautions and no precautionary principlecan avoid problems that we do not yet foresee.,1039.588,1048.269,8.681,47
" Hence, we need a stance of problem-fixing, not just problem-avoidance. ",1048.927,1055.981,7.054,47
" And it's true that an ounce of prevention equals a pound of cure,but that's only if we know what to prevent.",1056.57,1062.906,6.336,47
" If you've been punched on the nose,  then the science of medicine does not consist ofteaching you how to avoid punches. ",1062.93,1069.488,6.558,47
" (Laughter)  If medical science stopped seeking cures and concentrated on prevention only,then it would achieve very little of either.",1069.512,1078.605,9.093,47
 The world is buzzing at the moment with plans to force reductions in gas emissions at all costs.,1078.629,1085.475,6.846,47
" It ought to be buzzing with plans to reduce the temperature and with plans to live at the higher temperature --and not at all costs, but efficiently and cheaply.",1085.856,1096.366,10.51,47
" And some such plans exist,  things like swarms of mirrors in space to deflect the sunlight awayand encouraging aquatic organisms to eat more carbon dioxide.",1096.39,1106.141,9.751,47
" At the moment, these things are fringe research; they're not central to the human effort to face this problemor problems in general. ",1106.165,1114.487,8.322,47
" And with problems that we are not aware of yet, the ability to put right -- not the sheer good luck of avoiding indefinitely -- is our only hope, not just of solving problems,but of survival. ",1114.858,1128.087,13.229,47
" So, take two stone tablets and carve on them. ",1128.569,1135.037,6.468,47
" On one of them, carve: ""Problems are soluble."" ",1135.972,1140.278,4.306,47
" And on the other one, carve: ""Problems are inevitable."" ",1140.621,1144.723,4.102,47
Thank you. ,1145.302,1146.46,1.158,47
" What I'd like to start off with is an observation,  which is that if I've learned anything over the last year,  it's that the supreme irony  of publishing a book about slowness is that you have to go around promoting it really fast. ",25.858,35.858,10,73
" I seem to spend most of my time these days  zipping from city to city, studio to studio,  interview to interview, serving up the book in really tiny bite-size chunks. ",36.858,45.858,9,73
" Because everyone these days  wants to know how to slow down, but they want to know how to slow down really quickly. So ... ",45.858,52.858,7,73
 so I did a spot on CNN the other day where I actually spent more time in makeup than I did talking on air. ,52.858,57.858,5,73
" And I think that -- that's not really surprising though, is it?  Because that's kind of the world that we live in now, a world stuck in fast-forward. ",58.858,65.858,7,73
" A world obsessed with speed,  with doing everything faster, with cramming more and more into less and less time. ",65.858,72.858,7,73
 Every moment of the day feels like a race against the clock. ,72.858,76.858,4,73
" To borrow a phrase from Carrie Fisher, which is  in my bio there; I'll just toss it out again -- ""These days even instant gratification takes too long."" (Laughter) ",76.858,83.858,7,73
" And  if you think about how we to try to make things better, what do we do? No, we speed them up, don't we? So we used to dial; now we speed dial. ",83.858,90.858,7,73
We used to read; now we speed read. We used to walk; now we speed walk. ,90.858,93.858,3,73
"And of course, we used to date and now we speed date. ",93.858,96.858,3,73
 And even things that are by their very nature slow -- we try and speed them up too. ,96.858,102.858,6,73
" So I was in New York recently, and I walked past a gym that had an advertisement in the window for a new course, a new evening course. ",102.858,106.858,4,73
"And it was for, you guessed it, speed yoga. ",107.858,110.858,3,73
" So this -- the perfect solution for time-starved professionals  who want to, you know, salute the sun, but only want to give over about 20 minutes to it. ",110.858,117.858,7,73
" I mean, these are sort of the extreme examples, and they're amusing and good to laugh at. ",118.858,122.858,4,73
" But there's a very serious point,  and I think that in the headlong dash of daily life,  we often lose sight of the damage that this roadrunner form of living does to us. ",122.858,133.858,11,73
" We're so marinated in the culture of speed  that we almost fail to notice the toll it takes  on every aspect of our lives --  on our health, our diet, our work, our relationships, the environment and our community. ",133.858,145.858,12,73
" And sometimes it takes  a wake-up call, doesn't it,  to alert us to the fact that we're hurrying through our lives,  instead of actually living them; that we're living the fast life, instead of the good life. ",145.858,156.858,11,73
" And I think for many people, that wake-up call takes the form of an illness. ",156.858,160.858,4,73
" You know, a burnout, or eventually the body says, ""I can't take it anymore,"" and throws in the towel. ",160.858,165.858,5,73
" Or maybe a relationship goes up in smoke  because we haven't had the time, or the patience,  or the tranquility, to be with the other person, to listen to them. ",165.858,173.858,8,73
" And my wake-up call came when I started  reading bedtime stories to my son,  and I found that at the end of day,  I would go into his room and I just couldn't slow down -- you know, I'd be speed reading ""The Cat In The Hat."" ",173.858,185.858,12,73
" I'd be -- you know, I'd be skipping lines here,  paragraphs there, sometimes a whole page, and of course, my little boy knew the book inside out, so we would quarrel. ",185.858,192.858,7,73
" And what should have been the most relaxing, the most intimate,  the most tender moment of the day,  when a dad sits down to read to his son,  became instead this kind of gladiatorial battle of wills,  a clash between my speed and his slowness. ",192.858,208.858,16,73
" And this went on for some time,  until I caught myself scanning a newspaper article with timesaving tips for fast people. ",208.858,214.858,6,73
" And one of them made reference to a series of books called ""The One-Minute Bedtime Story."" ",214.858,218.858,4,73
" And I wince saying those words now, but my first reaction at the time was very different. ",218.858,223.858,5,73
" My first reflex was to say,  ""Hallelujah -- what a great idea! This is exactly what I'm looking for to speed up bedtime even more."" ",223.858,230.858,7,73
" But thankfully,  a light bulb went on over my head, and my next reaction was very different,  and I took a step back, and I thought,  ""Whoa -- you know, has it really come to this?  Am I really in such a hurry that I'm prepared  to fob off my son with a sound byte at the end of the day?""  And I put away the newspaper --  and I was getting on a plane -- and I sat there, and I did something I hadn't done for a long time -- which is I did nothing. ",230.858,251.858,21,73
"I just thought, and I thought long and hard. ",251.858,254.858,3,73
"And by the time I got off that plane, I'd decided I wanted to do something about it. ",254.858,257.858,3,73
" I wanted to investigate this whole roadrunner culture, and what it was doing to me and to everyone else. ",257.858,263.858,6,73
And I had two questions in my head. ,263.858,265.858,2,73
" The first was, how did we get so fast?  And the second is, is it possible,  or even desirable, to slow down?  Now, if you think about how our world got so accelerated, the usual suspects rear their heads. ",265.858,278.858,13,73
" You think of, you know, urbanization, consumerism, the workplace, technology. ",278.858,283.858,5,73
" But I think if you cut through  those forces, you get to what might be the deeper  driver, the nub of the question, which is how we think about time itself. ",283.858,293.858,10,73
"In other cultures, time is cyclical. ",293.858,296.858,3,73
" It's seen as moving in great, unhurried circles. ",296.858,301.858,5,73
It's always renewing and refreshing itself. ,301.858,303.858,2,73
"Whereas in the West, time is linear. ",303.858,305.858,2,73
 It's a finite resource; it's always draining away. ,305.858,309.858,4,73
"You either use it, or lose it. ",309.858,311.858,2,73
"""Time is money,"" as Benjamin Franklin said. ",311.858,314.858,3,73
 And I think what that does to us psychologically is it creates an equation. ,314.858,318.858,4,73
" Time is scarce, so what do we do?  Well -- well, we speed up, don't we? We try and do more and more with less and less time. ",318.858,324.858,6,73
" We turn every moment of every day  into a race to the finish line --  a finish line, incidentally, that we never reach, but a finish line nonetheless. ",324.858,333.858,9,73
" And I guess that the question is,  is it possible to break free from that mindset?  And thankfully, the answer is yes, because  what I discovered, when I began looking around, that there is  a global backlash against this culture that tells us that faster is always better, and that busier is best. ",333.858,347.858,14,73
" Right across the world, people are doing the unthinkable:  they're slowing down, and finding that,  although conventional wisdom tells you that if you slow down, you're road kill,  the opposite turns out to be true:  that by slowing down at the right moments, people find that they do everything better. ",347.858,361.858,14,73
 They eat better; they make love better; they exercise better; they work better; they live better. ,361.858,367.858,6,73
" And, in this kind of cauldron  of moments and places and acts of deceleration,  lie what a lot of people now refer to as the ""International Slow Movement."" ",367.858,378.858,11,73
" Now if you'll permit me a small act of hypocrisy,  I'll just give you a very quick overview of what's going on inside the Slow Movement. If you think of food, ",378.858,389.858,11,73
many of you will have heard of the Slow Food movement. ,389.858,391.858,2,73
" Started in Italy, but has spread across the world,  and now has 100,000 members in 50 countries. ",391.858,397.858,6,73
" And it's driven by a very simple and sensible message,  which is that we get more pleasure and more health  from our food when we cultivate, cook and consume it at a reasonable pace. ",397.858,409.858,12,73
" I think also the explosion of  the organic farming movement, and the renaissance of farmers' markets,  are other illustrations  of the fact that people are desperate to get away from  eating and cooking and cultivating their food on an industrial timetable. ",409.858,424.858,15,73
They want to get back to slower rhythms. ,424.858,427.858,3,73
" And out of the Slow Food movement has grown something  called the Slow Cities movement, which has started in Italy, but has spread right across Europe and beyond. ",427.858,435.858,8,73
